,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
241,241,A46X,A46,686.0,680-686.99,Erysipelas,Other local infections of skin and subcutaneous tissue,Skin and subcutaneous tissue infections,A46
242,242,A480,A48.0,41.0,010-041.99,Gas gangrene,Bacterial infection NOS,bacterial infection,A480
243,243,A481,A48.1,480.1,480-488.99,Legionnaires disease,Bacterial pneumonia,Pneumonia and influenza,A481
244,244,A482,A48.2,41.0,010-041.99,Nonpneumonic Legionnaires disease [Pontiac fever],Bacterial infection NOS,bacterial infection,A482
245,245,A483,A48.3,41.0,010-041.99,Toxic shock syndrome,Bacterial infection NOS,bacterial infection,A483
246,246,A484,A48.4,41.0,010-041.99,Brazilian purpuric fever,Bacterial infection NOS,bacterial infection,A484
247,247,A488,A48.8,41.0,010-041.99,Other specified bacterial diseases,Bacterial infection NOS,bacterial infection,A488
248,248,A49,A49,41.0,010-041.99,Bacterial infection of unspecified site,Bacterial infection NOS,bacterial infection,A49
249,249,A490,A49.0,41.1,010-041.99,"Staphylococcal infection, unspecified site",Staphylococcus infections,bacterial infection,A490
250,250,A491,A49.1,41.2,010-041.99,"Streptococcal and enterococcal infection, unspecified site",Streptococcus infection,bacterial infection,A491
251,251,A492,A49.2,41.0,010-041.99,"Haemophilus influenzae infection, unspecified site",Bacterial infection NOS,bacterial infection,A492
252,252,A493,A49.3,41.0,010-041.99,"Mycoplasma infection, unspecified site",Bacterial infection NOS,bacterial infection,A493
253,253,A498,A49.8,41.0,010-041.99,Other bacterial infections of unspecified site,Bacterial infection NOS,bacterial infection,A498
254,254,A499,A49.9,41.0,010-041.99,"Bacterial infection, unspecified",Bacterial infection NOS,bacterial infection,A499
255,255,A50,A50,90.0,090-092.99,Congenital syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A50
256,256,A500,A50.0,90.0,090-092.99,"Early congenital syphilis, symptomatic",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A500
257,257,A501,A50.1,90.0,090-092.99,"Early congenital syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A501
258,258,A502,A50.2,90.0,090-092.99,"Early congenital syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A502
259,259,A503,A50.3,90.0,090-092.99,Late congenital syphilitic oculopathy,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A503
260,260,A504,A50.4,90.0,090-092.99,Late congenital neurosyphilis [juvenile neurosyphilis],Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A504
261,261,A505,A50.5,90.0,090-092.99,"Other late congenital syphilis, symptomatic",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A505
262,262,A506,A50.6,90.0,090-092.99,"Late congenital syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A506
263,263,A507,A50.7,90.0,090-092.99,"Late congenital syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A507
264,264,A509,A50.9,90.0,090-092.99,"Congenital syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A509
265,265,A51,A51,90.0,090-092.99,Early syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A51
266,266,A510,A51.0,90.0,090-092.99,Primary genital syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A510
267,267,A511,A51.1,90.0,090-092.99,Primary anal syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A511
268,268,A512,A51.2,90.0,090-092.99,Primary syphilis of other sites,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A512
269,269,A513,A51.3,90.0,090-092.99,Secondary syphilis of skin and mucous membranes,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A513
270,270,A514,A51.4,90.0,090-092.99,Other secondary syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A514
271,271,A515,A51.5,90.0,090-092.99,"Early syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A515
272,272,A519,A51.9,90.0,090-092.99,"Early syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A519
273,273,A52,A52,90.0,090-092.99,Late syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A52
274,274,A520,A52.0,90.0,090-092.99,Cardiovascular syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A520
275,275,A521,A52.1,90.0,090-092.99,Symptomatic neurosyphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A521
276,276,A522,A52.2,90.0,090-092.99,Asymptomatic neurosyphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A522
277,277,A523,A52.3,90.0,090-092.99,"Neurosyphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A523
278,278,A527,A52.7,90.0,090-092.99,Other symptomatic late syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A527
279,279,A528,A52.8,90.0,090-092.99,"Late syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A528
280,280,A529,A52.9,90.0,090-092.99,"Late syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A529
281,281,A53,A53,90.0,090-092.99,Other and unspecified syphilis,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A53
282,282,A530,A53.0,90.0,090-092.99,"Latent syphilis, unspecified as early or late",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A530
283,283,A539,A53.9,90.0,090-092.99,"Syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A539
284,284,A54,A54,90.2,090-092.99,Gonococcal infection,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A54
285,285,A540,A54.0,90.2,090-092.99,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A540
286,286,A541,A54.1,90.2,090-092.99,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A541
287,287,A542,A54.2,90.2,090-092.99,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A542
288,288,A543,A54.3,90.2,090-092.99,Gonococcal infection of eye,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A543
289,289,A544,A54.4,90.2,090-092.99,Gonococcal infection of musculoskeletal system,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A544
290,290,A545,A54.5,90.2,090-092.99,Gonococcal pharyngitis,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A545
291,291,A546,A54.6,90.2,090-092.99,Gonococcal infection of anus and rectum,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A546
292,292,A548,A54.8,90.2,090-092.99,Other gonococcal infections,Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A548
293,293,A549,A54.9,90.2,090-092.99,"Gonococcal infection, unspecified",Gonococcal infections,Sexually transmitted infections (not hiv or hepatitis),A549
294,294,A55X,A55,90.0,090-092.99,Chlamydial lymphogranuloma (venereum),Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A55
295,295,A560,A56.0,90.3,090-092.99,Chlamydial infection of lower genitourinary tract,Venereal diseases due to Chlamydia trachomatis,Sexually transmitted infections (not hiv or hepatitis),A560
296,296,A562,A56.2,90.3,090-092.99,"Chlamydial infection of genitourinary tract, unspecified",Venereal diseases due to Chlamydia trachomatis,Sexually transmitted infections (not hiv or hepatitis),A562
297,297,A563,A56.3,90.3,090-092.99,Chlamydial infection of anus and rectum,Venereal diseases due to Chlamydia trachomatis,Sexually transmitted infections (not hiv or hepatitis),A563
298,298,A564,A56.4,90.3,090-092.99,Chlamydial infection of pharynx,Venereal diseases due to Chlamydia trachomatis,Sexually transmitted infections (not hiv or hepatitis),A564
299,299,A568,A56.8,90.3,090-092.99,Sexually transmitted chlamydial infection of other sites,Venereal diseases due to Chlamydia trachomatis,Sexually transmitted infections (not hiv or hepatitis),A568
300,300,A57X,A57,90.0,090-092.99,Chancroid,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A57
301,301,A58X,A58,90.0,090-092.99,Granuloma inguinale,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A58
302,302,A59,A59,131.0,130-136.99,Trichomoniasis,Protozoan infection,Other infections; including parasitic,A59
303,303,A590,A59.0,131.0,130-136.99,Urogenital trichomoniasis,Protozoan infection,Other infections; including parasitic,A590
304,304,A598,A59.8,131.0,130-136.99,Trichomoniasis of other sites,Protozoan infection,Other infections; including parasitic,A598
305,305,A599,A59.9,131.0,130-136.99,"Trichomoniasis, unspecified",Protozoan infection,Other infections; including parasitic,A599
306,306,A60,A60,54.0,050-079.99,Anogenital herpesviral [herpes simplex] infection,Herpes simplex,Viral infection,A60
307,307,A600,A60.0,54.0,050-079.99,Herpesviral infection of genitalia and urogenital tract,Herpes simplex,Viral infection,A600
308,308,A601,A60.1,54.0,050-079.99,Herpesviral infection of perianal skin and rectum,Herpes simplex,Viral infection,A601
309,309,A609,A60.9,54.0,050-079.99,"Anogenital herpesviral infection, unspecified",Herpes simplex,Viral infection,A609
310,310,A630,A63.0,78.0,050-079.99,Anogenital (venereal) warts,Viral warts & HPV,Viral infection,A630
311,311,A638,A63.8,90.0,090-092.99,Other specified predominantly sexually transmitted diseases,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A638
312,312,A64X,A64,90.0,090-092.99,Unspecified sexually transmitted disease,Sexually transmitted infections (not HIV or hepatitis),Sexually transmitted infections (not hiv or hepatitis),A64
313,313,A65X,A65,130.0,130-136.99,Nonvenereal syphilis,Spirochetal infection,Other infections; including parasitic,A65
314,314,A66,A66,130.0,130-136.99,Yaws,Spirochetal infection,Other infections; including parasitic,A66
315,315,A660,A66.0,130.0,130-136.99,Initial lesions of yaws,Spirochetal infection,Other infections; including parasitic,A660
316,316,A661,A66.1,130.0,130-136.99,Multiple papillomata and wet crab yaws,Spirochetal infection,Other infections; including parasitic,A661
317,317,A662,A66.2,130.0,130-136.99,Other early skin lesions of yaws,Spirochetal infection,Other infections; including parasitic,A662
318,318,A663,A66.3,130.0,130-136.99,Hyperkeratosis of yaws,Spirochetal infection,Other infections; including parasitic,A663
319,319,A664,A66.4,130.0,130-136.99,Gummata and ulcers of yaws,Spirochetal infection,Other infections; including parasitic,A664
320,320,A665,A66.5,130.0,130-136.99,Gangosa,Spirochetal infection,Other infections; including parasitic,A665
321,321,A666,A66.6,130.0,130-136.99,Bone and joint lesions of yaws,Spirochetal infection,Other infections; including parasitic,A666
322,322,A667,A66.7,130.0,130-136.99,Other manifestations of yaws,Spirochetal infection,Other infections; including parasitic,A667
323,323,A668,A66.8,130.0,130-136.99,Latent yaws,Spirochetal infection,Other infections; including parasitic,A668
324,324,A669,A66.9,130.0,130-136.99,"Yaws, unspecified",Spirochetal infection,Other infections; including parasitic,A669
325,325,A67,A67,130.0,130-136.99,Pinta [carate],Spirochetal infection,Other infections; including parasitic,A67
326,326,A670,A67.0,130.0,130-136.99,Primary lesions of pinta,Spirochetal infection,Other infections; including parasitic,A670
327,327,A671,A67.1,130.0,130-136.99,Intermediate lesions of pinta,Spirochetal infection,Other infections; including parasitic,A671
328,328,A672,A67.2,130.0,130-136.99,Late lesions of pinta,Spirochetal infection,Other infections; including parasitic,A672
329,329,A673,A67.3,130.0,130-136.99,Mixed lesions of pinta,Spirochetal infection,Other infections; including parasitic,A673
330,330,A679,A67.9,130.0,130-136.99,"Pinta, unspecified",Spirochetal infection,Other infections; including parasitic,A679
331,331,A68,A68,130.0,130-136.99,Relapsing fevers,Spirochetal infection,Other infections; including parasitic,A68
332,332,A680,A68.0,130.0,130-136.99,Louse-borne relapsing fever,Spirochetal infection,Other infections; including parasitic,A680
333,333,A681,A68.1,130.0,130-136.99,Tick-borne relapsing fever,Spirochetal infection,Other infections; including parasitic,A681
334,334,A689,A68.9,130.0,130-136.99,"Relapsing fever, unspecified",Spirochetal infection,Other infections; including parasitic,A689
335,335,A69,A69,130.0,130-136.99,Other spirochaetal infections,Spirochetal infection,Other infections; including parasitic,A69
336,336,A690,A69.0,528.0,527-529.99,Necrotizing ulcerative stomatitis,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",Diseases of mouth; excluding dental,A690
337,337,A691,A69.1,130.0,130-136.99,Other Vincent infections,Spirochetal infection,Other infections; including parasitic,A691
338,338,A692,A69.2,130.1,130-136.99,Lyme disease,Lyme disease,Other infections; including parasitic,A692
339,339,A698,A69.8,130.0,130-136.99,Other specified spirochaetal infections,Spirochetal infection,Other infections; including parasitic,A698
340,340,A699,A69.9,130.0,130-136.99,"Spirochaetal infection, unspecified",Spirochetal infection,Other infections; including parasitic,A699
341,341,A70X,A70,79.0,050-079.99,Chlamydia psittaci infection,Viral infection,Viral infection,A70
342,342,A71,A71,369.0,369-374.99,Trachoma,Infection of the eye,infection/inflammation of eye,A71
343,343,A710,A71.0,369.0,369-374.99,Initial stage of trachoma,Infection of the eye,infection/inflammation of eye,A710
344,344,A711,A71.1,369.0,369-374.99,Active stage of trachoma,Infection of the eye,infection/inflammation of eye,A711
345,345,A719,A71.9,369.0,369-374.99,"Trachoma, unspecified",Infection of the eye,infection/inflammation of eye,A719
346,346,A74,A74,79.0,050-079.99,Other diseases caused by chlamydiae,Viral infection,Viral infection,A74
347,347,A740,A74.0,369.0,369-374.99,Chlamydial conjunctivitis,Infection of the eye,infection/inflammation of eye,A740
348,348,A748,A74.8,79.0,050-079.99,Other chlamydial diseases,Viral infection,Viral infection,A748
349,349,A749,A74.9,79.0,050-079.99,"Chlamydial infection, unspecified",Viral infection,Viral infection,A749
350,350,A75,A75,136.0,130-136.99,Typhus fever,Other infectious and parasitic diseases,Other infections; including parasitic,A75
351,351,A750,A75.0,136.0,130-136.99,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Other infectious and parasitic diseases,Other infections; including parasitic,A750
352,352,A751,A75.1,136.0,130-136.99,Recrudescent typhus [Brill disease],Other infectious and parasitic diseases,Other infections; including parasitic,A751
353,353,A752,A75.2,136.0,130-136.99,Typhus fever due to Rickettsia typhi,Other infectious and parasitic diseases,Other infections; including parasitic,A752
354,354,A753,A75.3,136.0,130-136.99,Typhus fever due to Rickettsia tsutsugamushi,Other infectious and parasitic diseases,Other infections; including parasitic,A753
355,355,A759,A75.9,136.0,130-136.99,"Typhus fever, unspecified",Other infectious and parasitic diseases,Other infections; including parasitic,A759
356,356,A77,A77,136.0,130-136.99,Spotted fever [tick-borne rickettsioses],Other infectious and parasitic diseases,Other infections; including parasitic,A77
